index,id,artist,asciiName,availability,borderColor,cardKingdomFoilId,cardKingdomId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceName,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isOnlineOnly,isOversized,isPromo,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,layout,leadershipSkills,life,loyalty,manaCost,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,scryfallId,scryfallIllustrationId,scryfallOracleId,setCode,side,subtypes,supertypes,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
23,24,D. Alexander Gregory,,"mtgo,paper",black,123120,122752,W,,W,3,,13441,,,,Samite healers never mix their pungent elixir with sweetener or tea. The threat of a second dose is enough to get most warriors back on their feet.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{W},16198,4681,,acf305cb-7044-59dd-8ab0-a8a7c147909a,27351,27350,132089,Reviving Dose,34,,"You gain 3 life.
Draw a card.",Instant,,,"10E,CN2,INV,MB1",,"{'cardKingdom': 'https://mtgjson.com/links/dedf83ee563f238d', 'cardKingdomFoil': 'https://mtgjson.com/links/a0b7b97146406a5b', 'cardmarket': 'https://mtgjson.com/links/44e2bd93fbba432a', 'tcgplayer': 'https://mtgjson.com/links/2b59764bd477fdb3'}",common,15b3dd79-ac4c-4ffc-9442-1efa0082f60f,a2f92d90-485f-428e-8ce5-1acc4479ac33,ad470afc-d1a5-4e64-8192-fb6308ed9bfe,10E,,,,15278,"You gain 3 life.
Draw a card.",,Instant,Instant,39b50224-8305-56dd-9849-09deecb07d20,,
24,25,Matthew D. Wilson,,"mtgo,paper",black,,122753,W,,W,9,,2073,,,,"""You have not died until I consent.""",,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,"{'brawl': False, 'commander': True, 'oathbreaker': False}",,,{6}{W}{W}{W},16199,4686,,d8e69220-25d2-5845-853e-a17c83d93e5e,27107,27106,106384,Reya Dawnbringer,35,,"Flying (This creature can't be blocked except by creatures with flying or reach.)
At the beginning of your upkeep, you may return target creature card from your graveyard to play.",Legendary Creature - Angel,,4,"10E,CNS,DDC,DVD,INV,P10E,PRM,PZ1,UMA",,"{'cardKingdom': 'https://mtgjson.com/links/b05c8d9ad691ab88', 'cardmarket': 'https://mtgjson.com/links/42fec2210d953796', 'tcgplayer': 'https://mtgjson.com/links/a52970811426bc8e'}",rare,4b81ef83-41c2-46dc-aff9-41bb3a32637a,d95b0a47-3742-46ed-a761-ed8a81ab3007,08d1a5d1-141d-48e3-ac22-c2529191cb13,10E,,Angel,Legendary,15279,"Flying
At the beginning of your upkeep, you may return target creature card from your graveyard to the battlefield.",6,Legendary Creature — Angel,Creature,6028cab2-0478-584b-a880-8174a88eb188,341f9c8d-a838-58f9-933b-094c8d889a88,
25,26,Wayne England,,"mtgo,paper",black,123122,122754,W,,W,1,,9489,,,,Sometimes the greatest strength is the strength of conviction.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{W},16200,4711,,65b29701-814c-56f6-8832-461ca94f0176,27185,27184,130552,Righteousness,36,,Target blocking creature gets +7/+7 until end of turn.,Instant,,,"10E,2ED,3ED,4BB,4ED,5ED,9ED,CED,CEI,DDL,ELD,FBB,LEA,LEB,M10,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/2a40307b3b5b449a', 'cardKingdomFoil': 'https://mtgjson.com/links/27f686be1b473504', 'cardmarket': 'https://mtgjson.com/links/81911a396c38018a', 'tcgplayer': 'https://mtgjson.com/links/b75a138039b7eed2'}",rare,bda6c9d5-113f-44f1-bfaf-c40001ba9f60,a6d52517-5ba3-418e-807e-1748d27a5220,3f6b2f76-0364-415e-a6a2-e9e5bf31b745,10E,,,,15281,Target blocking creature gets +7/+7 until end of turn.,,Instant,Instant,9a14261a-b567-5429-a5ca-a913e15d8bf7,,
26,27,Anson Maddocks,,"mtgo,paper",black,123124,122756,W,,W,2,,18253,,,,Healers ultimately acquire the divine gifts of spiritual and physical wholeness. The most devout are also granted the ability to pass physical wholeness on to others.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{W},16202,4880,,8c1f4545-5e15-53c8-89ee-1b8ac31f89f9,27425,27424,132101,Samite Healer,38,,{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.,Creature - Human Cleric,,1,"10E,2ED,3ED,4BB,4ED,5ED,6ED,7ED,8ED,9ED,ATH,CED,CEI,FBB,LEA,LEB,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/2782064e8ce8d55c', 'cardKingdomFoil': 'https://mtgjson.com/links/4898a5508fe06564', 'cardmarket': 'https://mtgjson.com/links/8eb1a21dc1f8f979', 'tcgplayer': 'https://mtgjson.com/links/8443ec550028844b'}",common,621f9a58-0bc8-40dd-aef1-43618274d6fe,77807ac5-5d3d-4101-96e7-9fe087f8a975,95a0ca48-d924-47f4-86ed-42c673ee778c,10E,,"Human,Cleric",,15293,{T}: Prevent the next 1 damage that would be dealt to any target this turn.,1,Creature — Human Cleric,Creature,a2be2e9b-5211-53e6-ac6a-abd65dbcac1d,,
27,28,Zoltan Boros & Gabor Szikszai,,"mtgo,paper",black,,122758,W,,W,4,,11171,,,,,,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Enchant,normal,,,,{2}{W}{W},16204,5074,,fb054632-e147-5ade-bfc1-bd00d377fc26,26997,26996,135214,Serra's Embrace,40,,"Enchant creature (Target a creature as you play this. This card comes into play attached to that creature.)
Enchanted creature gets +2/+2 and has flying and vigilance. (It can't be blocked except by creatures with flying or reach, and attacking doesn't cause it to tap.)",Enchantment - Aura,,,"10E,7ED,DDC,DVD,MB1,PS11,USG",,"{'cardKingdom': 'https://mtgjson.com/links/906d43d78355b65f', 'cardmarket': 'https://mtgjson.com/links/3a5925560bb656fb', 'tcgplayer': 'https://mtgjson.com/links/c7e867435b703fac'}",uncommon,2ba6c4f3-59cf-4eb8-97fb-c9138005e19c,6d748ebc-876a-40c0-9031-0e731d9479ae,6d6ba936-4a15-4c40-aaa6-71605fb732d1,10E,,Aura,,15304,"Enchant creature
Enchanted creature gets +2/+2 and has flying and vigilance.",,Enchantment — Aura,Enchantment,fe9187fa-cd14-5618-9a62-bcf18b523d84,dc219ada-64b4-5846-9840-e49986109aa9,
28,29,Stephen Daniele,,"mtgo,paper",black,123149,122781,U,,U,3,,13341,,,,They brandish their latest theories as warriors would wield weapons.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{U}{U},16227,26,,047d5499-a21c-5f5c-9679-1599fcaf9815,27275,27274,132072,Academy Researchers,63,,"When Academy Researchers comes into play, you may put an Aura card from your hand into play attached to Academy Researchers.",Creature - Human Wizard,,2,"10E,USG",,"{'cardKingdom': 'https://mtgjson.com/links/b6590d0b0bee2a8d', 'cardKingdomFoil': 'https://mtgjson.com/links/6e2b285d06dac1f7', 'cardmarket': 'https://mtgjson.com/links/65ad62c279f3ce19', 'tcgplayer': 'https://mtgjson.com/links/b01e822653175b0b'}",uncommon,b62ca800-ec24-476e-b56f-834eef9622a9,cf5efc65-9aa2-466b-bd2b-448ad69ab474,df2d2c52-475b-4057-9cf8-7886700f0fae,10E,,"Human,Wizard",,15024,"When Academy Researchers enters the battlefield, you may put an Aura card from your hand onto the battlefield attached to Academy Researchers.",2,Creature — Human Wizard,Creature,b8a68840-4044-52c0-a14e-0a1c630ba42c,,
29,30,Kev Walker,,"mtgo,paper",black,,122782,U,,U,5,,12200,,,,"""The East Wind, an interloper in the dominions of Westerly Weather, is an impassive-faced tyrant with a sharp poniard held behind his back for a treacherous stab.""
—Joseph Conrad, *The Mirror of the Sea*",,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,,,,{3}{U}{U},16228,81,,2854f284-974b-5842-8748-7c300e825b6c,27001,27000,129459,Air Elemental,64,,Flying (This creature can't be blocked except by creatures with flying or reach.),Creature - Elemental,,4,"10E,2ED,3ED,4BB,4ED,5ED,6ED,7ED,8ED,9ED,ANB,BRB,BTD,CED,CEI,DD2,DPA,FBB,GNT,JVC,LEA,LEB,M10,M19,M20,ME4,P02,PS11,S99,SUM,W17,XLN",,"{'cardKingdom': 'https://mtgjson.com/links/df98a4f2227a3062', 'cardmarket': 'https://mtgjson.com/links/38d327fe482e96ea', 'tcgplayer': 'https://mtgjson.com/links/e47e592c631a108e'}",uncommon,be2326dd-78c9-46bb-a459-306602939a41,75263648-0dd8-4b7f-a508-317e7db284ce,7744bae4-a8b7-44a5-9b4c-0048ad4cc448,10E,,Elemental,,15029,Flying,4,Creature — Elemental,Creature,76ddd7f5-1a84-55d5-98f5-4883c217e0d8,76d4f437-02e5-5f1c-a1d3-eddb55e8725d,
30,31,Jim Murray,,"mtgo,paper",black,123151,122783,U,,U,3,,9725,,,,"""Life is a game. The only thing that matters is whether you're a pawn or a player.""",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Mill,normal,"{'brawl': False, 'commander': True, 'oathbreaker': False}",,,{1}{U}{U},16229,132,,f9db3498-1b48-5877-8cef-d07c65c6cc20,27157,27156,129913,Ambassador Laquatus,65,,{3}: Target player puts the top three cards of his or her library into his or her graveyard.,Legendary Creature - Merfolk Wizard,,1,"10E,TOR",,"{'cardKingdom': 'https://mtgjson.com/links/2551b5f72c79bfc2', 'cardKingdomFoil': 'https://mtgjson.com/links/baaf6dd6df19ef38', 'cardmarket': 'https://mtgjson.com/links/a505ef0d73e9b807', 'tcgplayer': 'https://mtgjson.com/links/cca8de1b2290ac35'}",rare,b261067f-b5de-41cc-ba9e-6ef4c061e170,11ce5af9-1f4a-405f-9f80-27c5271f0c1c,2df8f253-1d3c-4b1f-8549-93fb90623474,10E,,"Merfolk,Wizard",Legendary,15030,{3}: Target player mills three cards.,3,Legendary Creature — Merfolk Wizard,Creature,29723d8d-34c9-5009-8b79-2c679e35f674,,
31,32,Christopher Moeller,,"mtgo,paper",black,,122786,U,,U,4,,16804,,,,The same spears that catch their food today will defend their homes tomorrow.,,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,,,,{3}{U},16232,372,,aea807be-9b29-53fa-9665-b00b62d5dced,27489,27488,130985,Aven Fisher,68,,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Aven Fisher is put into a graveyard from play, you may draw a card.",Creature - Bird Soldier,,2,"10E,8ED,9ED,ODY",,"{'cardKingdom': 'https://mtgjson.com/links/64ef80425989fb2b', 'cardmarket': 'https://mtgjson.com/links/b113c5154ff3c5df', 'tcgplayer': 'https://mtgjson.com/links/65b39afbe17ed217'}",common,bba2cd91-84a7-4d05-9a0c-55440491be1e,fcc48146-0aee-43b6-adcd-63959b8a33a7,69a72414-d02f-4a5c-b5c9-8941bb181f61,10E,,"Bird,Soldier",,15046,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Aven Fisher dies, you may draw a card.",2,Creature — Bird Soldier,Creature,758df5d5-992f-5d30-b6bc-87cb1a0788ab,e4b4684b-8e14-5fcf-9286-497b7afd5b3a,
32,33,Greg Hildebrandt,,"mtgo,paper",black,,122787,U,,U,5,,19043,,,,"""The tiniest ripple tells a story ten fathoms deep.""",,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,,,,{3}{U}{U},16233,383,,4ab8c1bf-a3f4-5b65-9768-ca3c1a2e7748,27495,27494,129473,Aven Windreader,69,,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{1}{U}: Target player reveals the top card of his or her library.",Creature - Bird Soldier Wizard,,3,"10E,9ED,ODY,PSAL",,"{'cardKingdom': 'https://mtgjson.com/links/15f94639c9fa6739', 'cardmarket': 'https://mtgjson.com/links/44a3ea81281dd866', 'tcgplayer': 'https://mtgjson.com/links/dfc13f3d274992be'}",common,3a67d7ae-3117-433f-ad82-44a4f015fecf,6a3b1e17-b8b7-4a08-a7c7-df6783b4ac38,8406b724-a824-4905-83e0-a6c02d7f72e3,10E,,"Bird,Soldier,Wizard",,15047,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{1}{U}: Target player reveals the top card of their library.",3,Creature — Bird Soldier Wizard,Creature,d833c453-58c5-5ff6-91b2-f526ca5f808a,e11ae348-44d1-5d45-bc5c-99a44d2acd5c,
33,34,Arnie Swekel,,"mtgo,paper",black,123156,122788,U,,U,2,,4761,,,,Early Jamuraan hunters devised a weapon that would return to its source. Tolarian Aethermancers developed a spell that skipped the weapon entirely.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{U}{U},16234,657,,bb865095-2690-5bee-a1ee-fd7d127acf28,27682,27681,129494,Boomerang,70,,Return target permanent to its owner's hand.,Instant,,,"10E,5ED,6ED,7ED,8ED,9ED,CHR,DPA,LEG,ME3,MIR,PG07,PRM,PS11,PSAL",,"{'cardKingdom': 'https://mtgjson.com/links/54bed0d91d435c10', 'cardKingdomFoil': 'https://mtgjson.com/links/fa69e88870a48cb8', 'cardmarket': 'https://mtgjson.com/links/aaa0e2f40b620368', 'tcgplayer': 'https://mtgjson.com/links/5ba83db36bb6f0cb'}",common,f4095675-1e3f-4d3c-b565-5c434d2e5cc0,c085ab49-41bc-4a66-8b8d-675e4a447cb4,dc4a4996-108a-4aac-850f-2d9f76403446,10E,,,,15062,Return target permanent to its owner's hand.,,Instant,Instant,1aac00c8-3b6e-5bdd-9fde-6cfcbc7837c0,,
34,35,Mark Poole,,"mtgo,paper",black,123157,122789,U,,U,3,,1256,,,,,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{U}{U},16235,8329,,de8ef420-862b-5b5c-a112-79c22cfdbceb,27754,27753,129882,Cancel,71,,Counter target spell.,Instant,,,"10E,AKH,ALA,DPA,KTK,M10,M11,M12,M14,M15,M19,M21,MB1,P10,PC2,PCA,PRM,PS11,RTR,TSP,XLN,ZEN",,"{'cardKingdom': 'https://mtgjson.com/links/601303acc9f43b72', 'cardKingdomFoil': 'https://mtgjson.com/links/9798f86d473cd02b', 'cardmarket': 'https://mtgjson.com/links/d7e71a0e812a81db', 'tcgplayer': 'https://mtgjson.com/links/2d4a981573949c6c'}",common,1850d1d5-f506-4e50-9d51-408f987bbbbd,ffd375af-af0d-451b-9296-904cf1c60ef8,7d00fb28-ea6c-49a9-b4af-ffb38860a9a7,10E,,,,15065,Counter target spell.,,Instant,Instant,cdc96814-2f52-5314-80ab-0cff2dcc5054,,
35,36,Alan Pollack,,"mtgo,paper",black,123158,122790,U,,U,3,,5429,,,,Cephalids don't police people. They police loyalties.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{U}{U},16236,887,,031a56f1-1554-5ad3-b889-afe198354b85,27505,27504,135261,Cephalid Constable,72,,"Whenever Cephalid Constable deals combat damage to a player, return up to that many target permanents that player controls to their owners' hands.",Creature - Cephalid Wizard,,1,"10E,JUD,PSAL",,"{'cardKingdom': 'https://mtgjson.com/links/1072f0a115b91b5a', 'cardKingdomFoil': 'https://mtgjson.com/links/851ad542b473eb18', 'cardmarket': 'https://mtgjson.com/links/92e238e8607035a6', 'tcgplayer': 'https://mtgjson.com/links/4c7537914065ddb6'}",rare,82c5272d-df5b-4c21-9bff-4d6245b8d2a6,8a8c5787-efc7-4964-b9ee-f8a68ad7d3ee,a5236bf7-c84f-4c64-bf6b-3a89c05e161a,10E,,"Cephalid,Wizard",,15068,"Whenever Cephalid Constable deals combat damage to a player, return up to that many target permanents that player controls to their owner's hand.",1,Creature — Cephalid Wizard,Creature,9af574e4-dc6e-5246-8fe7-fee6c4c77a76,,
36,37,Kev Walker,,"mtgo,paper",black,123159,122791,U,,U,4,,1835,,,,,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{3}{U},16237,1041,,c75ee39c-5afd-54c0-b2bf-be3d455373c2,27700,27699,129501,Clone,73,,"As Clone comes into play, you may choose a creature in play. If you do, Clone comes into play as a copy of that creature.",Creature - Shapeshifter,,0,"10E,2ED,3ED,9ED,CED,CEI,DDI,FBB,LEA,LEB,M10,M11,M13,M14,ONS,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/230e1a1fea5c24f6', 'cardKingdomFoil': 'https://mtgjson.com/links/983c82d737d9a060', 'cardmarket': 'https://mtgjson.com/links/0831b0bc81e891eb', 'tcgplayer': 'https://mtgjson.com/links/b74d3a56bd9999f8'}",rare,0782f78b-ff4d-4567-8606-d4f0ebb0a304,2d71423d-b095-47bd-bf25-0723bd5b9d82,42226b87-0746-4ebf-9fd0-108d508462af,10E,,Shapeshifter,,15074,You may have Clone enter the battlefield as a copy of any creature on the battlefield.,0,Creature — Shapeshifter,Creature,8dfc67e9-8323-5d1f-9e25-9f9394abd5a0,,
37,38,Michael Sutfin,,"mtgo,paper",black,,122792,U,,U,3,,19413,,,,The soratami surround their sky-castles with living clouds that serve as both sword and shield.,,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,,,,{2}{U},16238,1047,,ac0bc104-7986-5eb4-b6c9-375120468c17,27153,27152,129804,Cloud Elemental,74,,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Cloud Elemental can block only creatures with flying.",Creature - Elemental,,2,"10E,BTD,M11,MB1,MM2,VIS,WC97",,"{'cardKingdom': 'https://mtgjson.com/links/4d6a22e5e423f0e0', 'cardmarket': 'https://mtgjson.com/links/28b2bf03037818e2', 'tcgplayer': 'https://mtgjson.com/links/bf3cd9e4a444d7dc'}",common,c6bc3025-704f-476b-bcb3-74b905755dc9,005698d0-90cc-42ed-bedf-fff9b0a9a685,0b751cc7-3a19-4207-9e64-83e18d279588,10E,,Elemental,,15075,"Flying
Cloud Elemental can block only creatures with flying.",3,Creature — Elemental,Creature,596a7bd4-895b-5e7c-8124-373fd709444d,4fed8c53-5ff9-51ce-a7a8-2fc629bf3d24,
38,39,Mark Zug,,"mtgo,paper",black,,122793,U,,U,1,,8791,,,,"The delicate sprites carry messages for Saprazzans, but they refuse to land in Mercadia City's filthy markets.",,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,,,,{U},16239,1051,,807c3d5b-7fdc-5f9a-910d-20d6d1fbbe1a,27329,27328,132069,Cloud Sprite,75,,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Cloud Sprite can block only creatures with flying.",Creature - Faerie,,1,"10E,DPA,MMQ,PS11",,"{'cardKingdom': 'https://mtgjson.com/links/60de15fd43b3d804', 'cardmarket': 'https://mtgjson.com/links/578ae12c269c9615', 'tcgplayer': 'https://mtgjson.com/links/9d5adf86cfeeb9a5'}",common,feacf831-a6e4-456b-b8f2-d7ec554281a1,c450f466-2cc3-44c2-acdf-831333b9533d,283433cb-9466-4b40-8af9-30934654d43b,10E,,Faerie,,15076,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Cloud Sprite can block only creatures with flying.",1,Creature — Faerie,Creature,fdbec3b3-f6f2-5149-a70a-4f9d2622a87b,ba5acf09-98cc-5052-b65e-c5145e92fc1a,
39,40,Randy Gallegos,,"mtgo,paper",black,123162,122794,U,,U,3,,10027,,,,"""Wisdom is not the counting of all the drops in a waterfall. Wisdom is learning why the water seeks the earth.""",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{U},16240,6958,,1aa697f8-b8d9-548e-92d2-427640efc113,27664,27663,134757,Counsel of the Soratami,76,,Draw two cards.,Sorcery,,,"10E,9ED,CHK",,"{'cardKingdom': 'https://mtgjson.com/links/9f2d510f7de5e3d7', 'cardKingdomFoil': 'https://mtgjson.com/links/1f1b3f05b03eb3c3', 'cardmarket': 'https://mtgjson.com/links/a7a4a0f1c3bac621', 'tcgplayer': 'https://mtgjson.com/links/428f1bed2e3150c3'}",common,1224718a-e1a7-473d-ac9d-497e624376cd,65206491-1cfa-4820-b894-4406f0b6ff3e,62ddc5ae-ced9-4319-854c-1a114c6afc3f,10E,,,,15085,Draw two cards.,,Sorcery,Sorcery,eb5c94c7-5494-5669-9c54-6f3672d65683,,
40,41,Wayne England,,"mtgo,paper",black,123163,122795,U,,U,3,,15384,,,,"Follow the pathmage
—Otarian expression meaning ""escape quickly""",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{U},16241,1166,,c5fdd729-0c3c-53b9-8741-d9023fca6dd7,27513,27512,134758,Crafty Pathmage,77,,{T}: Target creature with power 2 or less is unblockable this turn.,Creature - Human Wizard,,1,"10E,9ED,ONS",,"{'cardKingdom': 'https://mtgjson.com/links/feb9f3f575cf9642', 'cardKingdomFoil': 'https://mtgjson.com/links/291d59410cafe3d2', 'cardmarket': 'https://mtgjson.com/links/28b5100c9beadee7', 'tcgplayer': 'https://mtgjson.com/links/39fc7eb1acebc28e'}",common,f186271c-2b03-4e0c-b922-27e23787d865,d21a5419-9ac2-4f97-832f-6249b6a40d02,c4020178-71d9-4363-a0bd-b9a7eecd5d02,10E,,"Human,Wizard",,15086,{T}: Target creature with power 2 or less can't be blocked this turn.,1,Creature — Human Wizard,Creature,8d5f87fd-7a87-572b-bdce-303effec6b92,,
41,42,Arnie Swekel,,"mtgo,paper",black,,122796,U,,U,4,,19070,,,,,,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Enchant,normal,,,,{3}{U},16242,1421,,1cc1e203-89d1-5d70-866d-48002aa268fa,27555,27554,129521,Dehydration,78,,"Enchant creature (Target a creature as you play this. This card comes into play attached to that creature.)
Enchanted creature doesn't untap during its controller's untap step.",Enchantment - Aura,,,"10E,8ED,9ED,MMQ,PSAL",,"{'cardKingdom': 'https://mtgjson.com/links/3569c3c3c03f8514', 'cardmarket': 'https://mtgjson.com/links/e8bb2860d09d61e7', 'tcgplayer': 'https://mtgjson.com/links/29c90112ae7f54e5'}",common,4414ad73-146e-47a6-926a-ec148194bb50,f3d8b425-84ba-4074-a033-cb9029871a05,db27c686-e202-4b60-9a10-0a0fef25576c,10E,,Aura,,15093,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature doesn't untap during its controller's untap step.",,Enchantment — Aura,Enchantment,5a50a7e8-2ed1-5e8a-8867-c96f1186bd47,2bbaf3d6-9fbc-5ab8-93d3-d26e2ddec999,
42,43,Wayne England,,"mtgo,paper",black,123165,122797,U,,U,3,,11328,,,,"""From the sea came all life, and to the sea it will return. The sooner the better.""
—Emperor Aboshan",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{U},16243,1428,,b3bf8c54-da02-5028-b1ec-5485b4861e56,27487,27486,135223,Deluge,79,,Tap all creatures without flying.,Instant,,,"10E,DPA,ODY,PS11",,"{'cardKingdom': 'https://mtgjson.com/links/66f8f5079d5c69a8', 'cardKingdomFoil': 'https://mtgjson.com/links/b5b2664c4b2dc51c', 'cardmarket': 'https://mtgjson.com/links/51bcef8bfbc9707d', 'tcgplayer': 'https://mtgjson.com/links/42c1504621580b14'}",uncommon,baf37153-ec4c-4c2f-89f7-450f0a157311,4d85bb34-1b7d-4cfb-96bd-488ab0a3f111,cd271e61-0135-484f-ae02-5aaca57c1124,10E,,,,15094,Tap all creatures without flying.,,Instant,Instant,a9a74d88-7663-5419-a74c-5a28e8642b4f,,
43,44,Jim Pavelec,,"mtgo,paper",black,123166,122798,U,,U,8,,14256,,,,"According to merfolk legend, a denizen of the deep swallows the horizon at the end of each day, bringing on the cold blanket of night.",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{6}{U}{U},16244,1440,,0498cd5a-75e9-5163-90e8-f8d15a97af59,27103,27102,135250,Denizen of the Deep,80,,"When Denizen of the Deep comes into play, return each other creature you control to its owner's hand.",Creature - Serpent,,11,"10E,DPA,P02,PS11,S99",,"{'cardKingdom': 'https://mtgjson.com/links/f05d4b6309d3a721', 'cardKingdomFoil': 'https://mtgjson.com/links/5f050a295f473b03', 'cardmarket': 'https://mtgjson.com/links/5b46dc7938598455', 'tcgplayer': 'https://mtgjson.com/links/1aedf3303b29d868'}",rare,3bf7e928-511c-4a31-b1fb-8c28bd41182a,0faf4f5e-80f8-4631-8d33-c8ea9672245a,fc1bb5b9-5e36-4154-b683-e62f4f66f2b6,10E,,Serpent,,15098,"When Denizen of the Deep enters the battlefield, return each other creature you control to its owner's hand.",11,Creature — Serpent,Creature,f4ee3e9e-21da-5a63-8278-3efa59da7df3,,
44,45,Alex Horley-Orlandelli,,"mtgo,paper",black,123167,122799,U,,U,4,,11153,,,,"""I said 'pick his brain,' not 'tear off his head.'""
—Riptide Project researcher",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{U}{U},16245,1506,,22ae1f11-52af-5d4b-b10d-731b833072e6,27515,27514,134749,Discombobulate,81,,"Counter target spell. Look at the top four cards of your library, then put them back in any order.",Instant,,,"10E,ONS",,"{'cardKingdom': 'https://mtgjson.com/links/7829a4f7eac288e8', 'cardKingdomFoil': 'https://mtgjson.com/links/192b89fa56eba659', 'cardmarket': 'https://mtgjson.com/links/3cb7cad5c6d9711e', 'tcgplayer': 'https://mtgjson.com/links/6eb0bcaa5d04fbec'}",uncommon,8bee0d51-f4a1-4a3a-9ccd-540c3afe62d0,92b28862-8d4c-49b5-a9b1-c739f4ffbd6b,b58d7a20-4bcd-4c33-8cda-955362525f48,10E,,,,15100,"Counter target spell. Look at the top four cards of your library, then put them back in any order.",,Instant,Instant,e2066f75-65de-5254-82f2-8e1f969bf31b,,
45,46,Kev Walker,,"mtgo,paper",black,123168,122800,U,,U,4,,3070,,,,"""Her voice is insight, piercing and true.""
—Ixidor, reality sculptor",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Mill,normal,,,,{2}{U}{U},16246,1605,,8d3b077d-fc4d-580c-aabf-d24acb3063b3,27543,27542,135246,Dreamborn Muse,82,,"At the beginning of each player's upkeep, that player puts the top X cards of his or her library into his or her graveyard, where X is the number of cards in his or her hand.",Creature - Spirit,,2,"10E,CM2,CMD,LGN",,"{'cardKingdom': 'https://mtgjson.com/links/79daa9c6c4ab9b7a', 'cardKingdomFoil': 'https://mtgjson.com/links/e2da781012a3953e', 'cardmarket': 'https://mtgjson.com/links/a9d36d64fe481fc5', 'tcgplayer': 'https://mtgjson.com/links/8acfb8c64a51a99d'}",rare,53ebb96f-185b-4aa5-ad4b-9c02ce44d387,4fccdaf9-d4af-413e-a180-b3a326227e28,68d7f338-c6e7-4372-b41c-901e39e08bde,10E,,Spirit,,15106,"At the beginning of each player's upkeep, that player mills X cards, where X is the number of cards in their hand.",2,Creature — Spirit,Creature,6f9ae90a-5638-5b88-a3d7-ccea4372eb79,,
